iter	MultiLogloss
733	0.07608528317
734	0.07588033752
735	0.07579526386
736	0.07556209159
737	0.0754374415
738	0.07525223988
739	0.07515309745
740	0.07510821781
741	0.07503883651
742	0.0749959816
743	0.07483318125
744	0.07479385059
745	0.07463638915
746	0.07458725484
747	0.07456216731
748	0.07443934087
749	0.07439496905
750	0.07403822069
751	0.07383873399
752	0.07375168939
753	0.07369282871
754	0.07343204747
755	0.07321799994
756	0.07298497265
757	0.07290826315
758	0.07272487733
759	0.0725271085
760	0.07248226231
761	0.07242674467
762	0.07236217423
763	0.07224743681
764	0.0720300243
765	0.07192428408
766	0.07176310318
767	0.07154735583
768	0.07136894206
769	0.07120576745
770	0.07093280976
771	0.07091891186
772	0.07090147301
773	0.07074747253
774	0.07063111902
775	0.07056673611
776	0.07030468764
777	0.07028841655
778	0.07023185064
779	0.07010106188
780	0.06999427691
781	0.06991060321
782	0.0698888672
783	0.06976607841
784	0.06973833302
785	0.06966394065
786	0.06953842917
787	0.06944632355
788	0.06938896478
789	0.0693847498
790	0.06928047353
791	0.06927264988
792	0.0690750059
793	0.06901423763
794	0.06886508755
795	0.06884117649
796	0.06873396488
797	0.06862888511
798	0.06849199081
799	0.06830132861
800	0.06814263092
801	0.06812516849
802	0.0681144044
803	0.06803363326
804	0.06780664038
805	0.06760577282
806	0.06754715899
807	0.06744866877
808	0.06726626478
809	0.06717815492
810	0.06714091809
811	0.06707840325
812	0.06698598697
813	0.06687407406
814	0.06674925615
815	0.06669560311
816	0.06654173115
817	0.06644581191
818	0.0663507919
819	0.06629272147
820	0.06612275995
821	0.06598566051
822	0.06591359811
823	0.06584448012
824	0.06579851241
825	0.06573997856
826	0.06554075189
827	0.06545313156
828	0.06528744608
829	0.06518612937
830	0.06507954785
831	0.06497259767
832	0.06484717685
833	0.0645815065
834	0.06448801382
835	0.06440762513
836	0.06438991208
837	0.06434630451
838	0.0643119359
839	0.06425699632
840	0.06410386792
841	0.06403602996
842	0.06398333245
843	0.06375313062
844	0.06357761432
845	0.06357066789
846	0.06341027967
847	0.06335040327
848	0.06324808081
849	0.06315158756
850	0.06309151506
851	0.0629531821
852	0.06280090169
853	0.06278590972
854	0.06268531136
855	0.06267300414
856	0.06265206118
857	0.06258754756
858	0.06252309393
859	0.06247229707
860	0.06239695427
861	0.06228796164
862	0.06220512577
863	0.06211453352
864	0.06206009392
865	0.06200702909
866	0.06172220968
867	0.0616322324
868	0.06155289339
869	0.06144596953
870	0.06135899635
871	0.06127969351
872	0.06127409006
873	0.06102763082
874	0.06096134127
875	0.06091242517
876	0.06081154189
877	0.06071835379
878	0.0605986345
879	0.06053796077
880	0.06041448063
881	0.06028757342
882	0.06019566381
883	0.06012302935
884	0.06004631785
885	0.05990877142
886	0.05988128083
887	0.0598366246
888	0.05969819703
889	0.05965599922
890	0.05963839987
891	0.05958169748
892	0.05957574452
893	0.05955136976
894	0.0594944957
895	0.05930569184
896	0.05917063543
897	0.05911142981
898	0.0589801794
899	0.05883275436
900	0.05872599059
901	0.058522347
902	0.05834750547
903	0.05816020943
904	0.05814066058
905	0.05806300859
906	0.05798108537
907	0.05785156063
908	0.05780958564
909	0.05756744571
910	0.05751851138
911	0.0574726542
912	0.0574170824
913	0.05741351937
914	0.05731193114
915	0.05720849838
916	0.05711627893
917	0.05705167688
918	0.05692793366
919	0.05685998018
920	0.05684474259
921	0.05671183317
922	0.05667383035
923	0.05666259361
924	0.0565797169
925	0.05648534521
926	0.05647782961
927	0.05633946385
928	0.05616251139
929	0.05596930568
930	0.05588897668
931	0.05583987204
932	0.05578539098
933	0.05568955123
934	0.05562334965
935	0.05547717444
936	0.05546030251
937	0.05543043954
938	0.05539766344
939	0.05534790392
940	0.05526765606
941	0.05514179283
942	0.05511455135
943	0.05505842234
944	0.05493680475
945	0.0549232939
946	0.05486502274
947	0.05478001142
948	0.05472916534
949	0.05468489646
950	0.0546276005
951	0.05462334902
952	0.05458624444
953	0.0544813913
954	0.05440939979
955	0.05429366674
956	0.05427782276
957	0.05405028762
958	0.05396553993
959	0.05392670464
960	0.05390345081
961	0.05385954331
962	0.05379430168
963	0.05374179478
964	0.05367238029
965	0.05359736906
966	0.05356641695
967	0.05345547807
968	0.0533962201
969	0.05334118657
970	0.05329539078
971	0.05322693588
972	0.05313599873
973	0.05308909133
974	0.05296205444
975	0.05293040976
976	0.05277232538
977	0.05274687976
978	0.05271645218
979	0.05266093291
980	0.05259941499
981	0.05257578106
982	0.05255142561
983	0.05246939761
984	0.052383699
985	0.05238038105
986	0.05236866109
987	0.05229064047
988	0.05224939177
989	0.05216567425
990	0.05213895762
991	0.05210581322
992	0.05206671032
993	0.0519369298
994	0.0519028947
995	0.05183089866
996	0.05176027686
997	0.05164537785
998	0.05159756029
999	0.05156725321
